"1","439.7"
"2","918.3000000000004"
"3","1337.1000000000004"
"4","1682.6000000000004"
"5","2148.8"
"6","2494.0"
"5","2027.8000000000004"
"6","2524.8999999999996"
"6","2863.299999999999"
"7","3183.6999999999985"
"8","3625.399999999997"
"9","3881.099999999997"
"10","4214.999999999997"
"10","4755.599999999998"
"11","5077.499999999998"
"12","5432.999999999999"
"13","5889.100000000001"
"14","6415.9"
"15","6877.7"
"16","7347.399999999999"
"16","7661.8"
"17","8112.1"
"18","8438.8"
"19","8934.200000000004"
"20","9352.199999999999"
"21","9596.999999999998"
"22","9928.8"
"22","10310.8"
"23","10808.099999999995"
"24","11122.699999999997"
"25","11485.5"
"26","11769.9"
"27","12066.5"
"27","12440.400000000001"
"28","12932.500000000004"
"29","13235.600000000004"
"30","13526.300000000007"
"31","14018.20000000001"
"32","14316.500000000013"
"33","14753.800000000014"
"34","15362.300000000012"
"34","15673.200000000015"
"35","16115.700000000013"
"36","16584.500000000015"
"37","17062.600000000013"
"38","17541.600000000013"
"38","17894.50000000001"
"38","18178.20000000001"
"39","18741.900000000016"
"40","19246.500000000015"
"41","19625.400000000012"
"42","20042.300000000017"
"42","20464.800000000017"
"43","20920.000000000015"
"44","21286.80000000001"
"44","21666.50000000001"
"45","21845.800000000014"
"45","22153.50000000002"
"45","22583.70000000002"
"46","22982.300000000014"
"45","22661.90000000002"
"45","22968.900000000016"
"46","23461.00000000002"
"47","23692.30000000001"
"47","23949.10000000001"
"48","24266.70000000001"
"48","24525.90000000001"
"47","24056.200000000004"
"47","24233.40000000001"
"47","24677.30000000001"
"47","24985.400000000012"
"47","24644.100000000013"
"48","24947.700000000008"
"48","25353.100000000002"
"49","25679.899999999998"
"50","26171.0"
"50","26430.699999999997"
"50","26713.39999999999"
"51","27183.8"
"51","27544.799999999996"
"51","27156.600000000002"
"52","27509.6"
"53","27914.300000000003"
"53","27484.10000000001"
"54","27889.300000000014"
"54","28138.90000000002"
"55","28501.600000000017"
"55","28876.300000000017"
"56","29253.400000000016"
"56","29520.700000000015"
"56","29910.200000000026"
"56","30260.100000000024"
"56","29878.100000000017"
"56","29563.700000000023"
"56","29934.600000000028"
"57","30274.00000000003"
"58","30775.20000000003"
"59","31116.600000000024"
"59","31420.40000000002"
"60","31808.30000000003"
"60","31948.600000000028"
"60","32306.80000000002"
"61","32858.500000000015"
"61","33152.59999999999"
"61","32708.70000000002"
"61","33056.00000000001"
"61","33434.0"
"61","33060.100000000006"
"62","33494.399999999994"
"62","33217.1"
"62","33588.399999999994"
"63","34099.89999999997"
"64","34526.59999999996"
"64","34866.59999999996"
"63","34489.49999999997"
"63","34920.69999999997"
"63","35332.69999999996"
"63","35588.49999999995"
"63","35892.99999999994"
"63","35521.69999999994"
"63","35803.49999999994"
"64","36120.29999999994"
"64","36532.09999999995"
"64","36903.899999999936"
"65","37450.799999999945"
"66","37885.29999999994"
"65","37581.69999999994"
"66","38003.49999999994"
"66","38252.399999999936"
"65","37830.599999999926"
"65","37995.59999999993"
"65","38303.29999999994"
"65","38098.79999999994"
"65","38396.39999999994"
"65","38861.39999999995"
"65","39179.59999999993"
"66","39621.099999999926"
"65","39233.19999999993"
"65","39482.49999999993"
"65","39079.09999999995"
"65","38756.89999999996"
"65","39171.49999999994"
"66","39677.79999999995"
"66","40033.39999999995"
"66","40349.79999999996"
"66","40617.499999999956"
"66","40926.79999999996"
"66","40659.099999999955"
"66","40903.799999999945"
"66","41297.69999999995"
"66","41641.29999999995"
"66","41913.399999999936"
"66","42185.59999999993"
"67","42821.89999999992"
"67","42568.99999999991"
"67","42939.199999999924"
"67","43265.59999999992"
"68","43747.99999999992"
"69","44075.399999999914"
"70","44459.29999999991"
"71","44871.39999999991"
"72","45274.29999999992"
"72","44903.49999999991"
"73","45311.49999999992"
"72","44759.799999999916"
"72","45194.39999999993"
"72","45504.199999999924"
"73","46107.59999999993"
"74","46568.19999999993"
"75","46809.399999999936"
"75","47036.49999999993"
"75","47234.49999999993"
"76","47631.59999999992"
