"1","439.7"
"2","918.3000000000004"
"3","1337.1000000000004"
"4","1682.6000000000004"
"5","2148.8"
"6","2494.0"
"5","2027.8000000000004"
"6","2524.8999999999996"
"6","2902.4999999999986"
"7","3222.8999999999983"
"8","3664.599999999997"
"9","3920.2999999999975"
"10","4254.199999999997"
"10","4872.0999999999985"
"11","5193.999999999998"
"12","5549.499999999999"
"13","6005.600000000001"
"14","6532.4"
"15","6994.200000000001"
"16","7463.9"
"16","7861.700000000002"
"17","8312.000000000002"
"18","8638.7"
"19","9134.100000000002"
"20","9552.1"
"21","9796.9"
"22","10128.7"
"22","10510.699999999999"
"23","11007.999999999996"
"24","11322.599999999997"
"25","11685.4"
"26","11969.800000000001"
"27","12266.4"
"27","12728.000000000002"
"28","13220.100000000004"
"29","13523.200000000004"
"30","13813.900000000007"
"31","14305.80000000001"
"32","14604.100000000013"
"33","15041.400000000012"
"34","15649.90000000001"
"34","16032.000000000015"
"35","16474.50000000001"
"36","16943.300000000014"
"37","17421.400000000016"
"38","17900.40000000001"
"38","18345.70000000001"
"38","18661.20000000001"
"39","19224.900000000012"
"40","19729.50000000001"
"41","20108.400000000016"
"42","20525.300000000014"
"42","21039.500000000007"
"43","21494.70000000001"
"44","21861.500000000004"
"44","22311.90000000001"
"45","22491.20000000001"
"45","22931.100000000006"
"45","23520.700000000004"
"46","23919.300000000007"
"45","23598.90000000001"
"45","24112.900000000005"
"46","24604.999999999993"
"47","24836.299999999996"
"47","25218.59999999999"
"48","25536.19999999999"
"48","25913.499999999985"
"47","25443.79999999999"
"47","25767.299999999996"
"47","26241.49999999999"
"47","26607.19999999999"
"47","26092.999999999993"
"48","26396.599999999988"
"48","26829.79999999998"
"49","27156.599999999984"
"50","27647.69999999998"
"50","27974.399999999983"
"50","28277.899999999983"
"51","28748.3"
"51","29135.699999999993"
"51","28621.699999999997"
"52","28974.699999999993"
"53","29379.399999999998"
"53","28789.800000000007"
"54","29195.00000000001"
"54","29567.60000000002"
"55","29930.300000000017"
"55","30330.800000000017"
"56","30707.900000000016"
"56","31052.70000000002"
"56","31469.50000000002"
"56","32121.600000000013"
"56","31739.600000000013"
"56","31341.80000000002"
"56","31774.200000000015"
"57","32113.600000000017"
"58","32614.800000000017"
"59","32956.200000000004"
"59","33368.29999999998"
"60","33756.199999999975"
"60","33917.49999999997"
"60","34306.59999999996"
"61","34858.29999999996"
"61","35286.69999999994"
"61","34812.499999999956"
"61","35159.79999999995"
"61","35625.29999999994"
"61","35163.699999999946"
"62","35597.99999999994"
"62","35299.69999999993"
"62","35791.09999999994"
"63","36302.59999999994"
"64","36729.299999999945"
"64","37113.59999999993"
"63","36736.49999999994"
"63","37275.69999999995"
"63","37761.59999999995"
"63","38167.69999999996"
"63","38523.49999999996"
"63","38032.099999999955"
"63","38389.599999999955"
"64","38706.39999999995"
"64","39181.79999999993"
"64","39679.899999999914"
"65","40226.79999999992"
"66","40661.29999999992"
"65","40357.699999999924"
"66","40779.49999999991"
"66","41125.29999999992"
"65","40703.49999999992"
"65","41007.49999999992"
"65","41362.49999999993"
"65","40980.19999999993"
"65","41334.99999999994"
"65","41887.699999999946"
"65","42231.49999999994"
"66","42672.999999999935"
"65","42285.09999999994"
"65","42563.49999999995"
"65","42072.39999999995"
"65","41580.499999999956"
"65","42074.89999999995"
"66","42581.19999999996"
"66","42982.09999999996"
"66","43416.29999999996"
"66","43740.39999999996"
"66","44113.49999999995"
"66","43789.39999999995"
"66","44092.59999999994"
"66","44518.299999999945"
"66","44897.39999999994"
"66","45228.699999999924"
"66","45593.89999999992"
"67","46230.19999999991"
"67","45903.39999999992"
"67","46452.999999999905"
"67","46844.899999999914"
"68","47327.29999999992"
"69","47654.69999999991"
"70","48038.599999999904"
"71","48450.6999999999"
"72","48853.59999999991"
"72","48454.99999999991"
"73","48862.99999999991"
"72","48311.29999999991"
"72","48802.799999999916"
"72","49216.69999999991"
"73","49820.09999999992"
"74","50280.69999999994"
"75","50521.89999999994"
"75","50942.09999999993"
